date, s2, s1
Fri Jan 29 11:35:49 2021,6.832,6.605

Fri Jan 29 11:36:32 2021,6.831,6.603

Fri Jan 29 11:37:15 2021,6.832,6.601

Fri Jan 29 11:37:58 2021,6.832,6.600

Fri Jan 29 11:38:41 2021,6.832,6.603

Fri Jan 29 11:39:24 2021,6.830,6.603

Fri Jan 29 11:40:07 2021,6.832,6.605

Fri Jan 29 11:40:50 2021,6.833,6.606

Fri Jan 29 11:41:33 2021,6.832,6.603

Fri Jan 29 11:42:16 2021,6.833,6.605

Fri Jan 29 11:42:59 2021,6.832,6.605

Fri Jan 29 11:43:42 2021,6.829,6.605

Fri Jan 29 11:44:25 2021,6.830,6.605

Fri Jan 29 11:45:08 2021,6.832,6.607

Fri Jan 29 11:45:51 2021,6.830,6.608

Fri Jan 29 11:46:33 2021,6.831,6.606

Fri Jan 29 11:47:16 2021,6.831,6.611

Fri Jan 29 11:47:59 2021,6.831,6.612

Fri Jan 29 11:48:42 2021,6.833,6.611

Fri Jan 29 11:49:25 2021,6.832,6.607

Fri Jan 29 11:50:08 2021,6.831,6.612

Fri Jan 29 11:50:51 2021,6.831,6.611

Fri Jan 29 11:51:34 2021,6.830,6.606

Fri Jan 29 11:52:17 2021,6.834,6.606

Fri Jan 29 11:53:00 2021,6.831,6.608

Fri Jan 29 11:53:43 2021,6.827,6.610

Fri Jan 29 11:54:26 2021,6.830,6.607

Fri Jan 29 11:55:09 2021,6.832,6.611

Fri Jan 29 11:55:52 2021,6.832,6.612

Fri Jan 29 11:56:35 2021,6.830,6.608

Fri Jan 29 11:57:18 2021,6.828,6.606

Fri Jan 29 11:58:01 2021,6.833,6.604

Fri Jan 29 11:58:44 2021,6.832,6.602

Fri Jan 29 11:59:27 2021,6.832,6.602

Fri Jan 29 12:00:10 2021,6.831,6.607

Fri Jan 29 12:00:53 2021,6.834,6.604

Fri Jan 29 12:01:36 2021,6.834,6.608

Fri Jan 29 12:02:19 2021,6.835,6.610

Fri Jan 29 12:03:02 2021,6.834,6.609

Fri Jan 29 12:03:45 2021,6.835,6.610

Fri Jan 29 12:04:28 2021,6.835,6.605

Fri Jan 29 12:05:11 2021,6.834,6.605

Fri Jan 29 12:05:54 2021,6.834,6.606

Fri Jan 29 12:06:37 2021,6.833,6.604

Fri Jan 29 12:07:20 2021,6.833,6.606

Fri Jan 29 12:08:03 2021,6.830,6.608

Fri Jan 29 12:08:45 2021,6.832,6.611

Fri Jan 29 12:09:28 2021,6.833,6.609

Fri Jan 29 12:10:11 2021,6.835,6.608

Fri Jan 29 12:10:54 2021,6.835,6.609

Fri Jan 29 12:11:37 2021,6.832,6.607

Fri Jan 29 12:12:20 2021,6.832,6.604

Fri Jan 29 12:13:03 2021,6.831,6.605

Fri Jan 29 12:13:46 2021,6.833,6.606

Fri Jan 29 12:14:29 2021,6.833,6.608

Fri Jan 29 12:15:12 2021,6.833,6.609

Fri Jan 29 12:15:55 2021,6.833,6.611

Fri Jan 29 12:16:38 2021,6.832,6.611

Fri Jan 29 12:17:21 2021,6.832,6.611

Fri Jan 29 12:18:04 2021,6.833,6.614

Fri Jan 29 12:18:47 2021,6.834,6.613

Fri Jan 29 12:19:30 2021,6.834,6.612

Fri Jan 29 12:20:13 2021,6.834,6.612

Fri Jan 29 12:20:56 2021,6.833,6.609

Fri Jan 29 12:21:39 2021,6.832,6.609

Fri Jan 29 12:22:22 2021,6.832,6.609

Fri Jan 29 12:23:05 2021,6.830,6.609

Fri Jan 29 12:23:48 2021,6.830,6.605

Fri Jan 29 12:24:31 2021,6.828,6.608

Fri Jan 29 12:25:14 2021,6.832,6.608

Fri Jan 29 12:25:57 2021,6.832,6.607

Fri Jan 29 12:26:40 2021,6.832,6.609

Fri Jan 29 12:27:23 2021,6.832,6.611

Fri Jan 29 12:28:06 2021,6.833,6.608

Fri Jan 29 12:28:49 2021,6.833,6.609

Fri Jan 29 12:29:32 2021,6.832,6.611

Fri Jan 29 12:30:15 2021,6.833,6.610

Fri Jan 29 12:30:58 2021,6.834,6.610

Fri Jan 29 12:31:41 2021,6.833,6.614

Fri Jan 29 12:32:23 2021,6.834,6.613

Fri Jan 29 12:33:06 2021,6.832,6.614

Fri Jan 29 12:33:49 2021,6.834,6.611

Fri Jan 29 12:34:32 2021,6.835,6.612

Fri Jan 29 12:35:15 2021,6.833,6.611

Fri Jan 29 12:35:58 2021,6.834,6.614

Fri Jan 29 12:36:41 2021,6.832,6.613

Fri Jan 29 12:37:24 2021,6.832,6.611

Fri Jan 29 12:38:07 2021,6.834,6.615

Fri Jan 29 12:38:50 2021,6.833,6.614

Fri Jan 29 12:39:33 2021,6.833,6.615

Fri Jan 29 12:40:16 2021,6.833,6.612

Fri Jan 29 12:40:59 2021,6.831,6.615

Fri Jan 29 12:41:42 2021,6.832,6.611

Fri Jan 29 12:42:25 2021,6.832,6.615

Fri Jan 29 12:43:08 2021,6.834,6.617

Fri Jan 29 12:43:51 2021,6.836,6.615

Fri Jan 29 12:44:34 2021,6.835,6.612

Fri Jan 29 12:45:17 2021,6.834,6.609

Fri Jan 29 12:46:00 2021,6.834,6.609

Fri Jan 29 12:46:43 2021,6.835,6.607

Fri Jan 29 12:47:26 2021,6.835,6.612

Fri Jan 29 12:48:09 2021,6.835,6.606

Fri Jan 29 12:48:52 2021,6.835,6.609

Fri Jan 29 12:49:35 2021,6.834,6.607

Fri Jan 29 12:50:18 2021,6.833,6.605

Fri Jan 29 12:51:01 2021,6.833,6.608

Fri Jan 29 12:51:44 2021,6.832,6.605

Fri Jan 29 12:52:27 2021,6.833,6.612

Fri Jan 29 12:53:10 2021,6.832,6.610

Fri Jan 29 12:53:53 2021,6.833,6.609

Fri Jan 29 12:54:35 2021,6.832,6.609

Fri Jan 29 12:55:18 2021,6.832,6.608

Fri Jan 29 12:56:01 2021,6.833,6.606

Fri Jan 29 12:56:44 2021,6.832,6.610

Fri Jan 29 12:57:27 2021,6.832,6.612

Fri Jan 29 12:58:10 2021,6.834,6.614

Fri Jan 29 12:58:53 2021,6.834,6.609

Fri Jan 29 12:59:36 2021,6.834,6.605

Fri Jan 29 13:00:19 2021,6.833,6.605

Fri Jan 29 13:01:02 2021,6.835,6.603

Fri Jan 29 13:01:45 2021,6.830,6.606

Fri Jan 29 13:02:28 2021,6.832,6.603

Fri Jan 29 13:03:11 2021,6.835,6.604

Fri Jan 29 13:03:54 2021,6.833,6.601

Fri Jan 29 13:04:37 2021,6.832,6.602

Fri Jan 29 13:05:20 2021,6.830,6.605

Fri Jan 29 13:06:03 2021,6.832,6.608

Fri Jan 29 13:06:46 2021,6.830,6.606

Fri Jan 29 13:07:29 2021,6.832,6.604

Fri Jan 29 13:08:12 2021,6.832,6.604

Fri Jan 29 13:08:55 2021,6.833,6.607

Fri Jan 29 13:09:38 2021,6.834,6.605

Fri Jan 29 13:10:21 2021,6.834,6.607

Fri Jan 29 13:11:04 2021,6.833,6.609

Fri Jan 29 13:11:47 2021,6.832,6.607

Fri Jan 29 13:12:30 2021,6.834,6.607

Fri Jan 29 13:13:13 2021,6.836,6.606

Fri Jan 29 13:13:56 2021,6.831,6.604

Fri Jan 29 13:14:39 2021,6.834,6.606

Fri Jan 29 13:15:22 2021,6.837,6.607

Fri Jan 29 13:16:05 2021,6.835,6.609

Fri Jan 29 13:16:48 2021,6.832,6.606

Fri Jan 29 13:17:31 2021,6.833,6.608

Fri Jan 29 13:18:14 2021,6.835,6.606

Fri Jan 29 13:18:57 2021,6.836,6.607

Fri Jan 29 13:19:40 2021,6.834,6.606

Fri Jan 29 13:20:23 2021,6.836,6.605

Fri Jan 29 13:21:05 2021,6.834,6.608

Fri Jan 29 13:21:48 2021,6.832,6.609

Fri Jan 29 13:22:31 2021,6.834,6.606

Fri Jan 29 13:23:14 2021,6.834,6.607

Fri Jan 29 13:23:57 2021,6.835,6.608

Fri Jan 29 13:24:40 2021,6.836,6.606

Fri Jan 29 13:25:23 2021,6.833,6.605

Fri Jan 29 13:26:06 2021,6.835,6.608

Fri Jan 29 13:26:49 2021,6.836,6.605

Fri Jan 29 13:27:32 2021,6.837,6.605

Fri Jan 29 13:28:15 2021,6.835,6.605

Fri Jan 29 13:28:58 2021,6.837,6.607

Fri Jan 29 13:29:41 2021,6.837,6.605

Fri Jan 29 13:30:24 2021,6.838,6.607

Fri Jan 29 13:31:07 2021,6.839,6.606

Fri Jan 29 13:31:50 2021,6.838,6.606

Fri Jan 29 13:32:33 2021,6.838,6.608

Fri Jan 29 13:33:16 2021,6.835,6.609

Fri Jan 29 13:33:59 2021,6.834,6.606

Fri Jan 29 13:34:42 2021,6.837,6.609

Fri Jan 29 13:35:25 2021,6.836,6.606

Fri Jan 29 13:36:08 2021,6.835,6.606

Fri Jan 29 13:36:51 2021,6.837,6.611

Fri Jan 29 13:37:34 2021,6.836,6.608

Fri Jan 29 13:38:17 2021,6.837,6.609

Fri Jan 29 13:39:00 2021,6.837,6.610

Fri Jan 29 13:39:43 2021,6.839,6.611

Fri Jan 29 13:40:26 2021,6.840,6.609

Fri Jan 29 13:41:09 2021,6.839,6.609

Fri Jan 29 13:41:51 2021,6.838,6.610

Fri Jan 29 13:42:34 2021,6.836,6.614

Fri Jan 29 13:43:17 2021,6.838,6.612

Fri Jan 29 13:44:00 2021,6.838,6.610

Fri Jan 29 13:44:43 2021,6.838,6.609

Fri Jan 29 13:45:26 2021,6.838,6.610

Fri Jan 29 13:46:09 2021,6.838,6.612

Fri Jan 29 13:46:52 2021,6.839,6.614

Fri Jan 29 13:47:35 2021,6.837,6.614

Fri Jan 29 13:48:18 2021,6.836,6.614

Fri Jan 29 13:49:01 2021,6.839,6.613

Fri Jan 29 13:49:44 2021,6.838,6.614

Fri Jan 29 13:50:27 2021,6.839,6.617

Fri Jan 29 13:51:10 2021,6.837,6.614

Fri Jan 29 13:51:53 2021,6.835,6.615

Fri Jan 29 13:52:36 2021,6.839,6.614

Fri Jan 29 13:53:19 2021,6.838,6.612

Fri Jan 29 13:54:02 2021,6.840,6.614

Fri Jan 29 13:54:45 2021,6.839,6.615

Fri Jan 29 13:55:28 2021,6.839,6.614

Fri Jan 29 13:56:11 2021,6.838,6.613

Fri Jan 29 13:56:54 2021,6.838,6.609

Fri Jan 29 13:57:37 2021,6.836,6.611

Fri Jan 29 13:58:20 2021,6.837,6.611

Fri Jan 29 13:59:03 2021,6.841,6.614

Fri Jan 29 13:59:46 2021,6.841,6.614

Fri Jan 29 14:00:29 2021,6.841,6.615

Fri Jan 29 14:01:12 2021,6.840,6.616

Fri Jan 29 14:01:55 2021,6.841,6.616

Fri Jan 29 14:02:38 2021,6.841,6.617

Fri Jan 29 14:03:20 2021,6.840,6.620

Fri Jan 29 14:04:03 2021,6.839,6.618

Fri Jan 29 14:04:46 2021,6.840,6.620

Fri Jan 29 14:05:29 2021,6.837,6.620

Fri Jan 29 14:06:12 2021,6.841,6.619

Fri Jan 29 14:06:55 2021,6.839,6.620

Fri Jan 29 14:07:38 2021,6.840,6.621

Fri Jan 29 14:08:21 2021,6.842,6.620

Fri Jan 29 14:09:04 2021,6.841,6.619

Fri Jan 29 14:09:47 2021,6.841,6.621

Fri Jan 29 14:10:30 2021,6.839,6.621

Fri Jan 29 14:11:13 2021,6.839,6.619

Fri Jan 29 14:11:56 2021,6.840,6.619

Fri Jan 29 14:12:39 2021,6.840,6.619

Fri Jan 29 14:13:22 2021,6.841,6.617

Fri Jan 29 14:14:05 2021,6.843,6.617

Fri Jan 29 14:14:48 2021,6.841,6.619

Fri Jan 29 14:15:31 2021,6.841,6.618

Fri Jan 29 14:16:14 2021,6.840,6.617

Fri Jan 29 14:16:57 2021,6.841,6.615

Fri Jan 29 14:17:40 2021,6.843,6.616

Fri Jan 29 14:18:23 2021,6.839,6.614

Fri Jan 29 14:19:06 2021,6.843,6.616

Fri Jan 29 14:19:49 2021,6.843,6.615

Fri Jan 29 14:20:32 2021,6.841,6.616

Fri Jan 29 14:21:15 2021,6.842,6.613

Fri Jan 29 14:21:58 2021,6.842,6.614

Fri Jan 29 14:22:41 2021,6.841,6.612

Fri Jan 29 14:23:24 2021,6.843,6.608

Fri Jan 29 14:24:06 2021,6.841,6.610

Fri Jan 29 14:25:00 2021,6.843,6.611

Fri Jan 29 14:25:43 2021,6.842,6.614

Fri Jan 29 14:26:26 2021,6.843,6.608

Fri Jan 29 14:27:09 2021,6.841,6.610

Fri Jan 29 14:27:52 2021,6.840,6.613

Fri Jan 29 14:28:35 2021,6.841,6.611

Fri Jan 29 14:29:18 2021,6.843,6.609

Fri Jan 29 14:30:01 2021,6.843,6.612

Fri Jan 29 14:30:44 2021,6.841,6.612

Fri Jan 29 14:31:27 2021,6.845,6.614

Fri Jan 29 14:32:09 2021,6.841,6.611

Fri Jan 29 14:32:52 2021,6.843,6.614

Fri Jan 29 14:33:35 2021,6.845,6.614

Fri Jan 29 14:34:18 2021,6.843,6.615

Fri Jan 29 14:35:01 2021,6.845,6.617

Fri Jan 29 14:35:44 2021,6.843,6.617

Fri Jan 29 14:36:27 2021,6.844,6.621

Fri Jan 29 14:37:10 2021,6.845,6.624

Fri Jan 29 14:37:53 2021,6.846,6.623

Fri Jan 29 14:38:36 2021,6.845,6.624

Fri Jan 29 14:39:19 2021,6.844,6.619

Fri Jan 29 14:40:02 2021,6.845,6.623

Fri Jan 29 14:40:44 2021,6.845,6.624

Fri Jan 29 14:41:27 2021,6.846,6.621

Fri Jan 29 14:42:10 2021,6.846,6.624

Fri Jan 29 14:42:53 2021,6.845,6.620

Fri Jan 29 14:43:36 2021,6.845,6.622

Fri Jan 29 14:44:19 2021,6.847,6.621

Fri Jan 29 14:45:02 2021,6.849,6.621

Fri Jan 29 14:45:45 2021,6.848,6.623

Fri Jan 29 14:46:28 2021,6.849,6.624

Fri Jan 29 14:47:11 2021,6.845,6.623

Fri Jan 29 14:47:54 2021,6.844,6.616

Fri Jan 29 14:48:36 2021,6.847,6.616

Fri Jan 29 14:49:19 2021,6.848,6.616

Fri Jan 29 14:50:02 2021,6.850,6.613

Fri Jan 29 14:50:45 2021,6.849,6.614

Fri Jan 29 14:51:28 2021,6.850,6.615

Fri Jan 29 14:52:11 2021,6.852,6.610

Fri Jan 29 14:52:54 2021,6.850,6.613

Fri Jan 29 14:53:37 2021,6.849,6.611

Fri Jan 29 14:54:20 2021,6.848,6.614

Fri Jan 29 14:55:03 2021,6.847,6.613

Fri Jan 29 14:55:46 2021,6.847,6.613

Fri Jan 29 14:56:28 2021,6.848,6.613

Fri Jan 29 14:57:11 2021,6.848,6.615

Fri Jan 29 14:57:54 2021,6.850,6.615

Fri Jan 29 14:58:37 2021,6.853,6.616

Fri Jan 29 14:59:20 2021,6.850,6.617

Fri Jan 29 15:00:03 2021,6.851,6.618

Fri Jan 29 15:00:46 2021,6.851,6.620

Fri Jan 29 15:01:29 2021,6.851,6.618

Fri Jan 29 15:02:12 2021,6.854,6.620

Fri Jan 29 15:02:55 2021,6.854,6.620

Fri Jan 29 15:03:38 2021,6.853,6.617

Fri Jan 29 15:04:20 2021,6.852,6.619

Fri Jan 29 15:05:03 2021,6.851,6.616

Fri Jan 29 15:05:46 2021,6.852,6.616

Fri Jan 29 15:06:29 2021,6.850,6.614

Fri Jan 29 15:07:12 2021,6.854,6.617

Fri Jan 29 15:07:55 2021,6.852,6.614

Fri Jan 29 15:08:38 2021,6.852,6.619

Fri Jan 29 15:09:21 2021,6.852,6.619

Fri Jan 29 15:10:04 2021,6.854,6.615

Fri Jan 29 15:10:47 2021,6.856,6.619

Fri Jan 29 15:11:30 2021,6.855,6.617

Fri Jan 29 15:12:12 2021,6.854,6.618

Fri Jan 29 15:12:55 2021,6.856,6.615

Fri Jan 29 15:13:38 2021,6.854,6.619

Fri Jan 29 15:14:21 2021,6.855,6.619

Fri Jan 29 15:15:04 2021,6.854,6.620

Fri Jan 29 15:15:47 2021,6.856,6.616

Fri Jan 29 15:16:30 2021,6.855,6.621

Fri Jan 29 15:17:13 2021,6.856,6.618

Fri Jan 29 15:17:56 2021,6.856,6.616

Fri Jan 29 15:18:39 2021,6.855,6.620

Fri Jan 29 15:19:21 2021,6.856,6.620

Fri Jan 29 15:20:04 2021,6.857,6.617

Fri Jan 29 15:20:47 2021,6.858,6.616

Fri Jan 29 15:21:30 2021,6.857,6.621

Fri Jan 29 15:22:13 2021,6.855,6.622

Fri Jan 29 15:22:56 2021,6.856,6.626

Fri Jan 29 15:23:39 2021,6.856,6.621

Fri Jan 29 15:24:22 2021,6.858,6.622

Fri Jan 29 15:25:05 2021,6.857,6.622

Fri Jan 29 15:25:48 2021,6.857,6.616

Fri Jan 29 15:26:31 2021,6.856,6.620

Fri Jan 29 15:27:13 2021,6.859,6.623

Fri Jan 29 15:27:56 2021,6.856,6.623

Fri Jan 29 15:28:39 2021,6.858,6.621

Fri Jan 29 15:29:22 2021,6.862,6.621

Fri Jan 29 15:30:05 2021,6.861,6.624

Fri Jan 29 15:30:48 2021,6.859,6.622

Fri Jan 29 15:31:31 2021,6.859,6.622

Fri Jan 29 15:32:14 2021,6.859,6.623

Fri Jan 29 15:32:57 2021,6.862,6.623

Fri Jan 29 15:33:40 2021,6.861,6.625

Fri Jan 29 15:34:22 2021,6.861,6.624

Fri Jan 29 15:35:05 2021,6.860,6.620

Fri Jan 29 15:35:48 2021,6.862,6.621

Fri Jan 29 15:36:31 2021,6.860,6.621

Fri Jan 29 15:37:14 2021,6.859,6.622

Fri Jan 29 15:37:57 2021,6.860,6.622

Fri Jan 29 15:38:40 2021,6.860,6.621

Fri Jan 29 15:39:23 2021,6.860,6.625

Fri Jan 29 15:40:06 2021,6.858,6.625

Fri Jan 29 15:40:49 2021,6.860,6.626

Fri Jan 29 15:41:31 2021,6.860,6.623

Fri Jan 29 15:42:14 2021,6.861,6.625

Fri Jan 29 15:42:57 2021,6.862,6.623

Fri Jan 29 15:43:40 2021,6.859,6.624

Fri Jan 29 15:44:23 2021,6.860,6.622

Fri Jan 29 15:45:06 2021,6.862,6.624

Fri Jan 29 15:45:49 2021,6.862,6.627

Fri Jan 29 15:46:32 2021,6.862,6.625

Fri Jan 29 15:47:15 2021,6.863,6.625

Fri Jan 29 15:47:58 2021,6.864,6.624

Fri Jan 29 15:48:41 2021,6.863,6.624

Fri Jan 29 15:49:23 2021,6.861,6.623

Fri Jan 29 15:50:06 2021,6.864,6.625

Fri Jan 29 15:50:49 2021,6.864,6.626

Fri Jan 29 15:51:32 2021,6.863,6.626

Fri Jan 29 15:52:15 2021,6.863,6.627

Fri Jan 29 15:52:58 2021,6.864,6.628

Fri Jan 29 15:53:41 2021,6.866,6.627

Fri Jan 29 15:54:24 2021,6.865,6.626

Fri Jan 29 15:55:07 2021,6.865,6.626

Fri Jan 29 15:55:50 2021,6.866,6.627

Fri Jan 29 15:56:33 2021,6.865,6.625

Fri Jan 29 15:57:15 2021,6.864,6.624

Fri Jan 29 15:57:58 2021,6.865,6.625

Fri Jan 29 15:58:41 2021,6.867,6.627

Fri Jan 29 15:59:24 2021,6.865,6.627

Fri Jan 29 16:00:07 2021,6.865,6.629

Fri Jan 29 16:00:50 2021,6.866,6.627

Fri Jan 29 16:01:33 2021,6.867,6.626

Fri Jan 29 16:02:16 2021,6.867,6.629

Fri Jan 29 16:02:59 2021,6.868,6.625

Fri Jan 29 16:03:42 2021,6.868,6.628

Fri Jan 29 16:04:25 2021,6.869,6.627

Fri Jan 29 16:05:07 2021,6.869,6.631

Fri Jan 29 16:05:50 2021,6.868,6.627

Fri Jan 29 16:06:33 2021,6.867,6.626

Fri Jan 29 16:07:16 2021,6.870,6.629

Fri Jan 29 16:07:59 2021,6.870,6.628

Fri Jan 29 16:08:42 2021,6.870,6.632

Fri Jan 29 16:09:25 2021,6.870,6.630

Fri Jan 29 16:10:08 2021,6.870,6.627

Fri Jan 29 16:10:51 2021,6.872,6.631

Fri Jan 29 16:11:34 2021,6.871,6.626

Fri Jan 29 16:12:17 2021,6.871,6.629

Fri Jan 29 16:12:59 2021,6.871,6.629

Fri Jan 29 16:13:42 2021,6.871,6.630

Fri Jan 29 16:14:25 2021,6.874,6.632

Fri Jan 29 16:15:08 2021,6.873,6.634

Fri Jan 29 16:15:51 2021,6.872,6.632

Fri Jan 29 16:16:34 2021,6.872,6.630

Fri Jan 29 16:17:17 2021,6.873,6.633

Fri Jan 29 16:18:00 2021,6.875,6.631

Fri Jan 29 16:18:43 2021,6.872,6.631

Fri Jan 29 16:19:26 2021,6.872,6.632

Fri Jan 29 16:20:08 2021,6.873,6.630

Fri Jan 29 16:20:51 2021,6.875,6.630

Fri Jan 29 16:21:34 2021,6.875,6.632

Fri Jan 29 16:22:17 2021,6.876,6.634

Fri Jan 29 16:23:00 2021,6.875,6.632

Fri Jan 29 16:23:43 2021,6.874,6.632

Fri Jan 29 16:24:26 2021,6.874,6.634

Fri Jan 29 16:25:09 2021,6.877,6.634

Fri Jan 29 16:25:52 2021,6.875,6.633

Fri Jan 29 16:26:35 2021,6.872,6.633

Fri Jan 29 16:27:18 2021,6.876,6.633

Fri Jan 29 16:28:00 2021,6.876,6.631

Fri Jan 29 16:28:43 2021,6.875,6.631

Fri Jan 29 16:29:26 2021,6.877,6.632

Fri Jan 29 16:30:09 2021,6.877,6.637

Fri Jan 29 16:30:52 2021,6.877,6.632

Fri Jan 29 16:31:35 2021,6.875,6.635

Fri Jan 29 16:32:18 2021,6.877,6.631

Fri Jan 29 16:33:01 2021,6.879,6.633

Fri Jan 29 16:33:44 2021,6.878,6.637

Fri Jan 29 16:34:27 2021,6.878,6.635

Fri Jan 29 16:35:09 2021,6.876,6.635

Fri Jan 29 16:35:52 2021,6.878,6.634

Fri Jan 29 16:36:35 2021,6.878,6.634

Fri Jan 29 16:37:18 2021,6.878,6.633

Fri Jan 29 16:38:01 2021,6.877,6.634

Fri Jan 29 16:38:44 2021,6.878,6.637

Fri Jan 29 16:39:27 2021,6.877,6.635

Fri Jan 29 16:40:10 2021,6.876,6.634

Fri Jan 29 16:40:53 2021,6.877,6.634

Fri Jan 29 16:41:36 2021,6.878,6.632

Fri Jan 29 16:42:19 2021,6.880,6.634

Fri Jan 29 16:43:01 2021,6.879,6.634

Fri Jan 29 16:43:44 2021,6.876,6.637

Fri Jan 29 16:44:27 2021,6.879,6.633

Fri Jan 29 16:45:10 2021,6.880,6.630

Fri Jan 29 16:45:53 2021,6.880,6.638

Fri Jan 29 16:46:36 2021,6.879,6.631

Fri Jan 29 16:47:19 2021,6.880,6.637

Fri Jan 29 16:48:02 2021,6.878,6.635

Fri Jan 29 16:48:45 2021,6.878,6.638

Fri Jan 29 16:49:28 2021,6.880,6.636

Fri Jan 29 16:50:11 2021,6.882,6.637

Fri Jan 29 16:50:53 2021,6.880,6.635

Fri Jan 29 16:51:36 2021,6.879,6.635

Fri Jan 29 16:52:19 2021,6.878,6.634

Fri Jan 29 16:53:02 2021,6.879,6.634

Fri Jan 29 16:53:45 2021,6.880,6.642

Fri Jan 29 16:54:28 2021,6.882,6.639

Fri Jan 29 16:55:11 2021,6.882,6.635

Fri Jan 29 16:55:54 2021,6.882,6.637

Fri Jan 29 16:56:37 2021,6.882,6.639

Fri Jan 29 16:57:20 2021,6.880,6.637

Fri Jan 29 16:58:03 2021,6.879,6.638

Fri Jan 29 16:58:45 2021,6.880,6.637

Fri Jan 29 16:59:28 2021,6.883,6.639

Fri Jan 29 17:00:11 2021,6.880,6.637

Fri Jan 29 17:00:54 2021,6.880,6.640

Fri Jan 29 17:01:37 2021,6.882,6.639

Fri Jan 29 17:02:20 2021,6.882,6.641

Fri Jan 29 17:03:03 2021,6.884,6.639

Fri Jan 29 17:03:46 2021,6.885,6.640

Fri Jan 29 17:04:29 2021,6.882,6.639

Fri Jan 29 17:05:12 2021,6.883,6.641

Fri Jan 29 17:05:55 2021,6.883,6.639

Fri Jan 29 17:06:38 2021,6.885,6.634

Fri Jan 29 17:07:21 2021,6.881,6.635

Fri Jan 29 17:08:04 2021,6.884,6.638

Fri Jan 29 17:08:47 2021,6.884,6.640

Fri Jan 29 17:09:30 2021,6.884,6.641

Fri Jan 29 17:10:13 2021,6.884,6.639

Fri Jan 29 17:10:56 2021,6.886,6.640

Fri Jan 29 17:11:39 2021,6.885,6.640

Fri Jan 29 17:12:22 2021,6.884,6.640

Fri Jan 29 17:13:05 2021,6.885,6.639

Fri Jan 29 17:13:48 2021,6.882,6.637

Fri Jan 29 17:14:30 2021,6.883,6.639

Fri Jan 29 17:15:13 2021,6.884,6.642

Fri Jan 29 17:15:56 2021,6.885,6.643

Fri Jan 29 17:16:39 2021,6.886,6.637

Fri Jan 29 17:17:22 2021,6.883,6.637

Fri Jan 29 17:18:05 2021,6.885,6.638

Fri Jan 29 17:18:48 2021,6.881,6.639

Fri Jan 29 17:19:31 2021,6.885,6.640

Fri Jan 29 17:20:14 2021,6.885,6.640

Fri Jan 29 17:20:57 2021,6.886,6.637

Fri Jan 29 17:21:40 2021,6.882,6.637

Fri Jan 29 17:22:23 2021,6.883,6.638

Fri Jan 29 17:23:06 2021,6.885,6.639

Fri Jan 29 17:23:49 2021,6.885,6.637

Fri Jan 29 17:24:32 2021,6.885,6.640

Fri Jan 29 17:25:15 2021,6.884,6.643

Fri Jan 29 17:25:58 2021,6.887,6.641

Fri Jan 29 17:26:41 2021,6.885,6.642

Fri Jan 29 17:27:24 2021,6.888,6.642

Fri Jan 29 17:28:07 2021,6.887,6.641

Fri Jan 29 17:28:50 2021,6.885,6.642

Fri Jan 29 17:29:32 2021,6.885,6.641

Fri Jan 29 17:30:15 2021,6.885,6.641

Fri Jan 29 17:30:58 2021,6.887,6.645

Fri Jan 29 17:31:41 2021,6.885,6.639

Fri Jan 29 17:32:24 2021,6.889,6.644

Fri Jan 29 17:33:07 2021,6.886,6.641

Fri Jan 29 17:33:50 2021,6.889,6.641

Fri Jan 29 17:34:33 2021,6.887,6.636

Fri Jan 29 17:35:16 2021,6.885,6.638

Fri Jan 29 17:35:59 2021,6.886,6.640

Fri Jan 29 17:36:42 2021,6.886,6.642

Fri Jan 29 17:37:25 2021,6.888,6.642

Fri Jan 29 17:38:08 2021,6.888,6.643

Fri Jan 29 17:38:51 2021,6.889,6.645

Fri Jan 29 17:39:34 2021,6.888,6.642

Fri Jan 29 17:40:17 2021,6.889,6.640

Fri Jan 29 17:41:00 2021,6.888,6.645

Fri Jan 29 17:41:43 2021,6.888,6.643

Fri Jan 29 17:42:26 2021,6.887,6.645

Fri Jan 29 17:43:09 2021,6.889,6.642

Fri Jan 29 17:43:52 2021,6.886,6.642

Fri Jan 29 17:44:35 2021,6.888,6.645

Fri Jan 29 17:45:18 2021,6.887,6.640

Fri Jan 29 17:46:00 2021,6.887,6.638

